일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2002,25.4,35.2,17.1,161.0,470.15
2002,24.5,33.9,19.6,768.0,337.19
2002,20.1,32.9,8.6,96.0,443.47
2003,18.8,29.7,3.0,172.5,568.6
2003,21.7,31.2,10.1,164.0,445.99
2003,23.2,32.7,15.8,606.5,355.07
2003,24.2,34.4,16.2,358.0,378.27
2003,21.9,33.2,8.6,279.5,389.21
2004,17.1,30.2,3.2,127.0,500.95
2004,22.0,32.4,8.8,194.5,496.24
2004,25.4,35.2,18.0,304.5,468.73
2004,25.0,35.0,16.1,441.0,474.74
2004,20.4,30.3,9.8,197.0,391.66
2005,17.7,31.1,3.2,73.0,627.55
2005,23.4,34.0,12.3,132.5,535.44
2005,25.8,37.0,19.3,297.5,428.87
2005,25.2,34.5,16.7,251.0,438.95
2005,22.6,32.5,10.8,105.5,367.2
2006,18.4,30.8,5.9,196.5,532.0
2006,22.8,33.7,12.6,118.0,536.63
2006,24.2,33.2,18.2,494.0,327.32
2006,26.5,35.9,20.3,275.5,493.37
2006,18.8,30.3,8.6,37.5,426.68
2007,17.7,29.2,6.0,103.5,597.19
2007,22.8,33.2,12.6,85.0,497.5
2007,24.9,33.7,18.7,226.0,420.17
2007,26.6,35.0,19.8,521.5,447.33
2007,21.4,30.7,12.6,508.0,311.91
2008,17.4,32.0,2.0,157.5,568.795
2008,21.3,32.2,10.2,218.5,442.62
2008,26.4,34.9,20.0,149.2,418.09
2008,24.6,33.7,14.7,117.7,523.97
2008,21.7,33.9,4.8,19.7,446.64
2009,18.1,31.0,4.0,173.6,637.41
2009,22.3,33.4,9.6,201.5,595.53
2009,24.3,32.3,17.5,589.7,400.88
2009,24.9,33.6,14.8,116.7,496.99
2009,20.5,32.0,10.2,25.4,480.18
2010,16.0,30.4,-0.9,84.0,597.05
2010,21.9,32.2,10.1,20.9,579.38
2010,24.3,31.8,17.2,382.2,482.84
2010,26.6,34.7,20.5,405.0,430.49
2010,21.8,33.2,6.5,166.5,433.99
2011,17.7,29.2,4.5,105.5,537.005
2011,22.9,33.6,13.4,106.9,560.64
2011,25.6,35.1,17.4,313.5,484.375
2011,25.1,34.4,16.7,255.8,414.38
2011,21.0,33.9,5.9,201.1,496.075
2012,18.8,31.6,7.6,37.4,666.735
2012,22.5,31.5,13.9,81.2,570.91
2012,26.0,35.8,19.3,398.0,498.1
2012,26.4,35.9,17.3,334.3,473.45
2012,19.7,30.3,8.5,287.8,439.455
2013,17.7,32.2,1.9,66.8,622.635
2013,23.6,32.4,12.8,79.7,551.915
2013,26.3,34.2,19.8,434.5,481.53
2013,27.0,35.5,19.4,297.0,595.235
2013,20.8,31.4,7.6,104.6,470.755
2014,18.0,34.0,2.6,39.9,726.06
2014,22.1,31.0,14.9,99.7,575.625
2014,24.5,34.6,17.1,227.2,484.025
2014,23.5,30.8,16.8,376.5,373.625
2014,20.5,30.2,11.0,114.0,475.185
2015,17.9,32.2,2.5,30.2,706.575
2015,21.1,30.7,10.3,104.2,531.185
2015,24.3,34.0,14.0,132.8,527.205
2015,24.4,35.9,16.1,82.9,560.08
2015,20.0,29.5,10.3,64.1,522.105
2016,18.6,31.1,5.9,90.2,698.695
2016,22.3,30.9,13.4,79.7,546.125
2016,26.1,34.8,18.4,286.6,569.415
2016,26.5,36.2,15.4,122.7,606.97
2016,21.8,31.2,13.2,216.6,413.965
2017,18.0,32.3,5.9,29.8,698.945
2017,22.0,33.4,9.8,20.5,652.36
2017,26.7,34.8,21.0,207.2,488.685
2017,25.5,37.0,13.7,184.6,544.8
2017,20.3,29.5,6.5,117.6,482.01
2018,18.5,30.7,3.2,90.4,409.5
2018,22.7,34.3,13.9,225.5,433.98
2018,27.4,37.5,19.2,100.0,467.35
2018,27.3,37.2,19.0,437.0,411.025
2018,20.7,29.1,7.1,91.3,317.85
2019,18.0,31.2,2.7,51.7,635.11
2019,21.7,32.5,11.2,217.5,517.805
2019,24.7,33.9,16.6,345.6,447.33
